facility__i_d,measure__i_d,value,footnote,start__date,end__date
230100,MSPB-1,0.94633,,01/01/2022,12/31/2022
230104,MSPB-1,0.979801,,01/01/2022,12/31/2022
230105,MSPB-1,0.927468,,01/01/2022,12/31/2022
230108,MSPB-1,0.922539,,01/01/2022,12/31/2022
230110,MSPB-1,0.84428,,01/01/2022,12/31/2022
230117,MSPB-1,0.92393,,01/01/2022,12/31/2022
230121,MSPB-1,0.920903,,01/01/2022,12/31/2022
230130,MSPB-1,0.988045,,01/01/2022,12/31/2022
230132,MSPB-1,0.941557,,01/01/2022,12/31/2022
230133,MSPB-1,0.908932,,01/01/2022,12/31/2022
230141,MSPB-1,0.996298,,01/01/2022,12/31/2022
230142,MSPB-1,1.018772,,01/01/2022,12/31/2022
230144,MSPB-1,,1.0,01/01/2022,12/31/2022
230146,MSPB-1,1.0387,,01/01/2022,12/31/2022
230151,MSPB-1,1.000952,,01/01/2022,12/31/2022
230156,MSPB-1,0.940742,,01/01/2022,12/31/2022
230165,MSPB-1,0.990677,,01/01/2022,12/31/2022
230167,MSPB-1,0.928868,,01/01/2022,12/31/2022
230174,MSPB-1,0.936297,,01/01/2022,12/31/2022
230176,MSPB-1,0.981629,,01/01/2022,12/31/2022
230180,MSPB-1,0.985411,,01/01/2022,12/31/2022
230193,MSPB-1,0.952474,,01/01/2022,12/31/2022
230195,MSPB-1,1.01707,,01/01/2022,12/31/2022
230197,MSPB-1,0.99943,,01/01/2022,12/31/2022
230207,MSPB-1,1.002919,,01/01/2022,12/31/2022
230208,MSPB-1,0.893919,,01/01/2022,12/31/2022
230216,MSPB-1,0.951779,,01/01/2022,12/31/2022
230217,MSPB-1,0.880361,,01/01/2022,12/31/2022
230222,MSPB-1,0.957915,,01/01/2022,12/31/2022
230227,MSPB-1,1.01166,,01/01/2022,12/31/2022
230230,MSPB-1,1.018616,,01/01/2022,12/31/2022
230236,MSPB-1,0.961211,,01/01/2022,12/31/2022
230239,MSPB-1,0.828347,,01/01/2022,12/31/2022
230241,MSPB-1,0.842636,,01/01/2022,12/31/2022
230244,MSPB-1,0.98863,,01/01/2022,12/31/2022
230254,MSPB-1,1.028389,,01/01/2022,12/31/2022
230259,MSPB-1,0.850669,,01/01/2022,12/31/2022
230264,MSPB-1,,1.0,01/01/2022,12/31/2022
230269,MSPB-1,0.985514,,01/01/2022,12/31/2022
230270,MSPB-1,1.061955,,01/01/2022,12/31/2022
230273,MSPB-1,1.041787,,01/01/2022,12/31/2022
230275,MSPB-1,,1.0,01/01/2022,12/31/2022
230277,MSPB-1,1.004795,,01/01/2022,12/31/2022
230279,MSPB-1,0.783647,,01/01/2022,12/31/2022
230297,MSPB-1,0.996396,,01/01/2022,12/31/2022
230301,MSPB-1,1.005367,,01/01/2022,12/31/2022
230302,MSPB-1,0.946146,,01/01/2022,12/31/2022
230303,MSPB-1,0.805631,,01/01/2022,12/31/2022
240001,MSPB-1,0.962795,,01/01/2022,12/31/2022
240002,MSPB-1,0.984709,,01/01/2022,12/31/2022
240004,MSPB-1,0.980958,,01/01/2022,12/31/2022
240006,MSPB-1,0.806677,,01/01/2022,12/31/2022
240010,MSPB-1,0.974521,,01/01/2022,12/31/2022
240014,MSPB-1,0.924211,,01/01/2022,12/31/2022
240018,MSPB-1,0.954494,,01/01/2022,12/31/2022
240019,MSPB-1,0.987339,,01/01/2022,12/31/2022
240020,MSPB-1,0.837962,,01/01/2022,12/31/2022
240022,MSPB-1,0.997709,,01/01/2022,12/31/2022
240030,MSPB-1,0.96648,,01/01/2022,12/31/2022
240036,MSPB-1,0.954871,,01/01/2022,12/31/2022
240038,MSPB-1,0.931566,,01/01/2022,12/31/2022
240040,MSPB-1,1.036537,,01/01/2022,12/31/2022
240043,MSPB-1,0.897993,,01/01/2022,12/31/2022
240044,MSPB-1,0.937426,,01/01/2022,12/31/2022
240047,MSPB-1,0.960384,,01/01/2022,12/31/2022
240050,MSPB-1,0.908926,,01/01/2022,12/31/2022
240052,MSPB-1,0.86216,,01/01/2022,12/31/2022
240053,MSPB-1,0.950539,,01/01/2022,12/31/2022
240056,MSPB-1,0.927433,,01/01/2022,12/31/2022
240057,MSPB-1,0.950809,,01/01/2022,12/31/2022
240064,MSPB-1,0.829513,,01/01/2022,12/31/2022
240066,MSPB-1,0.952479,,01/01/2022,12/31/2022
240069,MSPB-1,0.885041,,01/01/2022,12/31/2022
240071,MSPB-1,0.855238,,01/01/2022,12/31/2022
240075,MSPB-1,0.848342,,01/01/2022,12/31/2022
240076,MSPB-1,0.84914,,01/01/2022,12/31/2022
240078,MSPB-1,0.952218,,01/01/2022,12/31/2022
240080,MSPB-1,0.997905,,01/01/2022,12/31/2022
240084,MSPB-1,0.939507,,01/01/2022,12/31/2022
240088,MSPB-1,0.815514,,01/01/2022,12/31/2022
240093,MSPB-1,0.947813,,01/01/2022,12/31/2022
240100,MSPB-1,0.880736,,01/01/2022,12/31/2022
240101,MSPB-1,0.819768,,01/01/2022,12/31/2022
240104,MSPB-1,0.924475,,01/01/2022,12/31/2022
240106,MSPB-1,0.964212,,01/01/2022,12/31/2022
240115,MSPB-1,0.92206,,01/01/2022,12/31/2022
240141,MSPB-1,0.859654,,01/01/2022,12/31/2022
240166,MSPB-1,0.954075,,01/01/2022,12/31/2022
240187,MSPB-1,0.886403,,01/01/2022,12/31/2022
240206,MSPB-1,,1.0,01/01/2022,12/31/2022
240207,MSPB-1,0.878443,,01/01/2022,12/31/2022
240210,MSPB-1,0.959721,,01/01/2022,12/31/2022
240213,MSPB-1,0.900602,,01/01/2022,12/31/2022
240214,MSPB-1,0.856521,,01/01/2022,12/31/2022
250001,MSPB-1,1.01903,,01/01/2022,12/31/2022
250002,MSPB-1,0.973722,,01/01/2022,12/31/2022
250004,MSPB-1,1.012218,,01/01/2022,12/31/2022
250006,MSPB-1,0.97756,,01/01/2022,12/31/2022
250007,MSPB-1,1.037453,,01/01/2022,12/31/2022
250009,MSPB-1,0.994108,,01/01/2022,12/31/2022
250012,MSPB-1,1.097336,,01/01/2022,12/31/2022
250017,MSPB-1,,1.0,01/01/2022,12/31/2022
250018,MSPB-1,,1.0,01/01/2022,12/31/2022
250019,MSPB-1,1.136355,,01/01/2022,12/31/2022
250020,MSPB-1,1.063138,,01/01/2022,12/31/2022
250025,MSPB-1,0.987944,,01/01/2022,12/31/2022
250027,MSPB-1,1.074588,,01/01/2022,12/31/2022
250031,MSPB-1,1.141277,,01/01/2022,12/31/2022
250034,MSPB-1,0.972132,,01/01/2022,12/31/2022
250036,MSPB-1,1.049544,,01/01/2022,12/31/2022
250038,MSPB-1,0.963573,,01/01/2022,12/31/2022
250040,MSPB-1,0.978926,,01/01/2022,12/31/2022
250042,MSPB-1,0.946493,,01/01/2022,12/31/2022
250043,MSPB-1,0.984937,,01/01/2022,12/31/2022
250044,MSPB-1,0.985124,,01/01/2022,12/31/2022
250048,MSPB-1,1.052842,,01/01/2022,12/31/2022
250049,MSPB-1,1.189201,,01/01/2022,12/31/2022
250050,MSPB-1,1.030503,,01/01/2022,12/31/2022
250057,MSPB-1,0.976087,,01/01/2022,12/31/2022
250058,MSPB-1,0.950172,,01/01/2022,12/31/2022
250060,MSPB-1,1.422152,,01/01/2022,12/31/2022
250061,MSPB-1,0.89995,,01/01/2022,12/31/2022
250067,MSPB-1,0.956858,,01/01/2022,12/31/2022
250069,MSPB-1,1.274837,,01/01/2022,12/31/2022
250072,MSPB-1,1.003995,,01/01/2022,12/31/2022
250077,MSPB-1,0.901159,,01/01/2022,12/31/2022
250078,MSPB-1,1.010497,,01/01/2022,12/31/2022
250082,MSPB-1,1.181342,,01/01/2022,12/31/2022
250084,MSPB-1,1.166343,,01/01/2022,12/31/2022
250085,MSPB-1,1.037489,,01/01/2022,12/31/2022
250093,MSPB-1,0.985217,,01/01/2022,12/31/2022
250094,MSPB-1,0.998735,,01/01/2022,12/31/2022
250095,MSPB-1,1.003894,,01/01/2022,12/31/2022
250096,MSPB-1,1.103563,,01/01/2022,12/31/2022
250097,MSPB-1,0.991689,,01/01/2022,12/31/2022
250099,MSPB-1,1.041521,,01/01/2022,12/31/2022
250100,MSPB-1,0.960041,,01/01/2022,12/31/2022
250102,MSPB-1,1.057121,,01/01/2022,12/31/2022
250104,MSPB-1,1.060199,,01/01/2022,12/31/2022
250117,MSPB-1,0.94227,,01/01/2022,12/31/2022
250123,MSPB-1,1.037874,,01/01/2022,12/31/2022
250124,MSPB-1,1.064289,,01/01/2022,12/31/2022
250127,MSPB-1,,1.0,01/01/2022,12/31/2022
250128,MSPB-1,1.001662,,01/01/2022,12/31/2022
250134,MSPB-1,0.493285,,01/01/2022,12/31/2022
250136,MSPB-1,,1.0,01/01/2022,12/31/2022
250138,MSPB-1,1.063609,,01/01/2022,12/31/2022
250141,MSPB-1,0.990493,,01/01/2022,12/31/2022
250151,MSPB-1,1.320232,,01/01/2022,12/31/2022
250162,MSPB-1,1.022813,,01/01/2022,12/31/2022
250167,MSPB-1,0.889335,,01/01/2022,12/31/2022
250168,MSPB-1,1.111078,,01/01/2022,12/31/2022
250172,MSPB-1,0.942763,,01/01/2022,12/31/2022
260001,MSPB-1,1.02027,,01/01/2022,12/31/2022
260005,MSPB-1,0.990727,,01/01/2022,12/31/2022
260006,MSPB-1,0.966208,,01/01/2022,12/31/2022
260009,MSPB-1,0.922428,,01/01/2022,12/31/2022
260011,MSPB-1,0.929759,,01/01/2022,12/31/2022
260017,MSPB-1,0.975266,,01/01/2022,12/31/2022
260020,MSPB-1,0.997181,,01/01/2022,12/31/2022
260022,MSPB-1,0.954265,,01/01/2022,12/31/2022
260023,MSPB-1,0.993467,,01/01/2022,12/31/2022
260024,MSPB-1,1.04438,,01/01/2022,12/31/2022
260025,MSPB-1,0.974943,,01/01/2022,12/31/2022
260027,MSPB-1,1.048205,,01/01/2022,12/31/2022
260032,MSPB-1,1.001581,,01/01/2022,12/31/2022
260034,MSPB-1,0.970891,,01/01/2022,12/31/2022
260040,MSPB-1,0.972753,,01/01/2022,12/31/2022
260047,MSPB-1,0.962852,,01/01/2022,12/31/2022
260048,MSPB-1,0.975575,,01/01/2022,12/31/2022
260050,MSPB-1,0.913157,,01/01/2022,12/31/2022
260052,MSPB-1,0.931317,,01/01/2022,12/31/2022
260057,MSPB-1,1.069792,,01/01/2022,12/31/2022
260059,MSPB-1,0.889225,,01/01/2022,12/31/2022
260061,MSPB-1,1.135323,,01/01/2022,12/31/2022
260062,MSPB-1,1.016037,,01/01/2022,12/31/2022
260065,MSPB-1,1.00069,,01/01/2022,12/31/2022
260068,MSPB-1,1.004697,,01/01/2022,12/31/2022
260070,MSPB-1,1.155604,,01/01/2022,12/31/2022
260074,MSPB-1,0.936731,,01/01/2022,12/31/2022
260077,MSPB-1,0.991554,,01/01/2022,12/31/2022
260078,MSPB-1,0.901238,,01/01/2022,12/31/2022
260081,MSPB-1,0.954013,,01/01/2022,12/31/2022
260085,MSPB-1,1.029127,,01/01/2022,12/31/2022
260091,MSPB-1,1.01122,,01/01/2022,12/31/2022
260094,MSPB-1,0.919839,,01/01/2022,12/31/2022
260095,MSPB-1,1.001333,,01/01/2022,12/31/2022
260096,MSPB-1,1.016768,,01/01/2022,12/31/2022
260097,MSPB-1,0.95629,,01/01/2022,12/31/2022
260102,MSPB-1,0.827822,,01/01/2022,12/31/2022
260104,MSPB-1,1.031023,,01/01/2022,12/31/2022
260105,MSPB-1,1.069263,,01/01/2022,12/31/2022
260108,MSPB-1,0.965974,,01/01/2022,12/31/2022
260110,MSPB-1,1.041107,,01/01/2022,12/31/2022
260113,MSPB-1,1.063149,,01/01/2022,12/31/2022
260119,MSPB-1,0.978146,,01/01/2022,12/31/2022
260137,MSPB-1,1.024547,,01/01/2022,12/31/2022
260138,MSPB-1,1.030373,,01/01/2022,12/31/2022
260141,MSPB-1,1.04335,,01/01/2022,12/31/2022
260142,MSPB-1,0.94004,,01/01/2022,12/31/2022
260160,MSPB-1,0.861376,,01/01/2022,12/31/2022
260162,MSPB-1,0.984826,,01/01/2022,12/31/2022
260163,MSPB-1,0.960223,,01/01/2022,12/31/2022
260175,MSPB-1,0.932005,,01/01/2022,12/31/2022
260176,MSPB-1,0.987606,,01/01/2022,12/31/2022
260177,MSPB-1,1.070088,,01/01/2022,12/31/2022
260179,MSPB-1,1.011092,,01/01/2022,12/31/2022
260180,MSPB-1,1.006695,,01/01/2022,12/31/2022
260183,MSPB-1,0.991375,,01/01/2022,12/31/2022
260186,MSPB-1,0.927369,,01/01/2022,12/31/2022
260190,MSPB-1,0.968829,,01/01/2022,12/31/2022
260191,MSPB-1,1.001943,,01/01/2022,12/31/2022
260193,MSPB-1,0.967356,,01/01/2022,12/31/2022
260195,MSPB-1,0.962366,,01/01/2022,12/31/2022
260200,MSPB-1,1.001361,,01/01/2022,12/31/2022
260210,MSPB-1,0.986014,,01/01/2022,12/31/2022
260214,MSPB-1,0.920983,,01/01/2022,12/31/2022
260216,MSPB-1,0.999214,,01/01/2022,12/31/2022
260219,MSPB-1,1.006206,,01/01/2022,12/31/2022
270003,MSPB-1,0.860596,,01/01/2022,12/31/2022
270004,MSPB-1,1.008329,,01/01/2022,12/31/2022
270012,MSPB-1,0.936887,,01/01/2022,12/31/2022
270014,MSPB-1,0.886635,,01/01/2022,12/31/2022
270017,MSPB-1,0.905567,,01/01/2022,12/31/2022
270023,MSPB-1,0.986044,,01/01/2022,12/31/2022
270032,MSPB-1,0.867158,,01/01/2022,12/31/2022
270049,MSPB-1,1.005964,,01/01/2022,12/31/2022
270051,MSPB-1,0.914433,,01/01/2022,12/31/2022
270057,MSPB-1,0.882506,,01/01/2022,12/31/2022
270074,MSPB-1,0.69224,,01/01/2022,12/31/2022
270086,MSPB-1,0.864548,,01/01/2022,12/31/2022
280003,MSPB-1,1.006443,,01/01/2022,12/31/2022
280009,MSPB-1,1.048345,,01/01/2022,12/31/2022
280013,MSPB-1,0.99587,,01/01/2022,12/31/2022
280020,MSPB-1,1.040538,,01/01/2022,12/31/2022
280023,MSPB-1,1.012088,,01/01/2022,12/31/2022
280032,MSPB-1,0.956971,,01/01/2022,12/31/2022
280040,MSPB-1,0.999669,,01/01/2022,12/31/2022
280060,MSPB-1,0.999468,,01/01/2022,12/31/2022
280061,MSPB-1,1.003864,,01/01/2022,12/31/2022
280065,MSPB-1,0.990594,,01/01/2022,12/31/2022
280077,MSPB-1,1.004621,,01/01/2022,12/31/2022
280081,MSPB-1,1.006002,,01/01/2022,12/31/2022
280105,MSPB-1,0.871539,,01/01/2022,12/31/2022
280111,MSPB-1,1.011761,,01/01/2022,12/31/2022
280125,MSPB-1,1.062143,,01/01/2022,12/31/2022
280127,MSPB-1,0.987611,,01/01/2022,12/31/2022
280128,MSPB-1,1.025303,,01/01/2022,12/31/2022
280129,MSPB-1,0.885776,,01/01/2022,12/31/2022
280130,MSPB-1,0.950192,,01/01/2022,12/31/2022
280131,MSPB-1,0.899597,,01/01/2022,12/31/2022
280132,MSPB-1,0.928027,,01/01/2022,12/31/2022
280133,MSPB-1,0.885077,,01/01/2022,12/31/2022
280134,MSPB-1,1.069306,,01/01/2022,12/31/2022
280139,MSPB-1,0.933123,,01/01/2022,12/31/2022
290001,MSPB-1,1.006147,,01/01/2022,12/31/2022
290003,MSPB-1,1.21576,,01/01/2022,12/31/2022
290005,MSPB-1,1.171435,,01/01/2022,12/31/2022
290007,MSPB-1,1.068025,,01/01/2022,12/31/2022
290008,MSPB-1,0.948403,,01/01/2022,12/31/2022
290009,MSPB-1,0.973007,,01/01/2022,12/31/2022
290012,MSPB-1,,1.0,01/01/2022,12/31/2022
290019,MSPB-1,0.958839,,01/01/2022,12/31/2022
290021,MSPB-1,1.083541,,01/01/2022,12/31/2022
290022,MSPB-1,1.067653,,01/01/2022,12/31/2022
290032,MSPB-1,0.944707,,01/01/2022,12/31/2022
290039,MSPB-1,1.086029,,01/01/2022,12/31/2022
290041,MSPB-1,1.078029,,01/01/2022,12/31/2022
290045,MSPB-1,1.08346,,01/01/2022,12/31/2022
290046,MSPB-1,1.100527,,01/01/2022,12/31/2022
290047,MSPB-1,1.073266,,01/01/2022,12/31/2022
290049,MSPB-1,0.954307,,01/01/2022,12/31/2022
290053,MSPB-1,1.089459,,01/01/2022,12/31/2022
290054,MSPB-1,1.038039,,01/01/2022,12/31/2022
290057,MSPB-1,1.003999,,01/01/2022,12/31/2022
290058,MSPB-1,0.843601,,01/01/2022,12/31/2022
290061,MSPB-1,0.97165,,01/01/2022,12/31/2022
300001,MSPB-1,1.031996,,01/01/2022,12/31/2022
300003,MSPB-1,1.001992,,01/01/2022,12/31/2022
300005,MSPB-1,0.95547,,01/01/2022,12/31/2022
300011,MSPB-1,0.966372,,01/01/2022,12/31/2022
300012,MSPB-1,1.029856,,01/01/2022,12/31/2022
300014,MSPB-1,0.970562,,01/01/2022,12/31/2022
300017,MSPB-1,1.004972,,01/01/2022,12/31/2022
300018,MSPB-1,0.921941,,01/01/2022,12/31/2022
300019,MSPB-1,0.949683,,01/01/2022,12/31/2022
300020,MSPB-1,0.971372,,01/01/2022,12/31/2022
300023,MSPB-1,0.943082,,01/01/2022,12/31/2022
300029,MSPB-1,0.987366,,01/01/2022,12/31/2022
300034,MSPB-1,0.969184,,01/01/2022,12/31/2022
310001,MSPB-1,1.081199,,01/01/2022,12/31/2022
310002,MSPB-1,1.055197,,01/01/2022,12/31/2022
310003,MSPB-1,1.067148,,01/01/2022,12/31/2022
310005,MSPB-1,0.995608,,01/01/2022,12/31/2022
310006,MSPB-1,1.059874,,01/01/2022,12/31/2022
310008,MSPB-1,1.100044,,01/01/2022,12/31/2022
310009,MSPB-1,1.084846,,01/01/2022,12/31/2022
310010,MSPB-1,0.990486,,01/01/2022,12/31/2022
310011,MSPB-1,1.0082,,01/01/2022,12/31/2022
310012,MSPB-1,1.026762,,01/01/2022,12/31/2022
310014,MSPB-1,1.046278,,01/01/2022,12/31/2022
310015,MSPB-1,1.048324,,01/01/2022,12/31/2022
310016,MSPB-1,1.114465,,01/01/2022,12/31/2022
310017,MSPB-1,1.122386,,01/01/2022,12/31/2022
310019,MSPB-1,1.081594,,01/01/2022,12/31/2022
310021,MSPB-1,1.000354,,01/01/2022,12/31/2022
310022,MSPB-1,1.058831,,01/01/2022,12/31/2022
310024,MSPB-1,1.068348,,01/01/2022,12/31/2022
310025,MSPB-1,1.07459,,01/01/2022,12/31/2022
310027,MSPB-1,1.185042,,01/01/2022,12/31/2022
310028,MSPB-1,1.056043,,01/01/2022,12/31/2022
310029,MSPB-1,1.077122,,01/01/2022,12/31/2022
310031,MSPB-1,1.011609,,01/01/2022,12/31/2022
310032,MSPB-1,1.089916,,01/01/2022,12/31/2022
310034,MSPB-1,1.070427,,01/01/2022,12/31/2022
310038,MSPB-1,1.093391,,01/01/2022,12/31/2022
310039,MSPB-1,1.086187,,01/01/2022,12/31/2022
310040,MSPB-1,1.102668,,01/01/2022,12/31/2022
310041,MSPB-1,1.13752,,01/01/2022,12/31/2022
310044,MSPB-1,1.059642,,01/01/2022,12/31/2022
310045,MSPB-1,1.065357,,01/01/2022,12/31/2022
310047,MSPB-1,0.985004,,01/01/2022,12/31/2022
310048,MSPB-1,1.054513,,01/01/2022,12/31/2022
310050,MSPB-1,1.028195,,01/01/2022,12/31/2022
310051,MSPB-1,1.024509,,01/01/2022,12/31/2022
310052,MSPB-1,1.139237,,01/01/2022,12/31/2022
310054,MSPB-1,1.064789,,01/01/2022,12/31/2022
310057,MSPB-1,1.105582,,01/01/2022,12/31/2022
310058,MSPB-1,1.13535,,01/01/2022,12/31/2022
310060,MSPB-1,0.965598,,01/01/2022,12/31/2022
310061,MSPB-1,1.11927,,01/01/2022,12/31/2022
310064,MSPB-1,1.01827,,01/01/2022,12/31/2022
310069,MSPB-1,0.978433,,01/01/2022,12/31/2022
310070,MSPB-1,1.029194,,01/01/2022,12/31/2022
310073,MSPB-1,1.06676,,01/01/2022,12/31/2022
310074,MSPB-1,1.055701,,01/01/2022,12/31/2022
310075,MSPB-1,1.074351,,01/01/2022,12/31/2022
310076,MSPB-1,1.048834,,01/01/2022,12/31/2022
310083,MSPB-1,1.200042,,01/01/2022,12/31/2022
310084,MSPB-1,1.065962,,01/01/2022,12/31/2022
310086,MSPB-1,1.007429,,01/01/2022,12/31/2022
310091,MSPB-1,1.087847,,01/01/2022,12/31/2022
310092,MSPB-1,1.14052,,01/01/2022,12/31/2022
310096,MSPB-1,0.981544,,01/01/2022,12/31/2022
310108,MSPB-1,1.133992,,01/01/2022,12/31/2022
310110,MSPB-1,1.052202,,01/01/2022,12/31/2022
310111,MSPB-1,1.092849,,01/01/2022,12/31/2022
310112,MSPB-1,1.077541,,01/01/2022,12/31/2022
310113,MSPB-1,1.043086,,01/01/2022,12/31/2022
310115,MSPB-1,1.102164,,01/01/2022,12/31/2022
310118,MSPB-1,1.089058,,01/01/2022,12/31/2022
310119,MSPB-1,1.083069,,01/01/2022,12/31/2022
310130,MSPB-1,1.04652,,01/01/2022,12/31/2022
320001,MSPB-1,1.018669,,01/01/2022,12/31/2022
320002,MSPB-1,0.876171,,01/01/2022,12/31/2022
320003,MSPB-1,0.737052,,01/01/2022,12/31/2022
320004,MSPB-1,0.978917,,01/01/2022,12/31/2022
320005,MSPB-1,0.978711,,01/01/2022,12/31/2022
320006,MSPB-1,0.963695,,01/01/2022,12/31/2022
320009,MSPB-1,0.966256,,01/01/2022,12/31/2022
320011,MSPB-1,0.854119,,01/01/2022,12/31/2022
320017,MSPB-1,0.992901,,01/01/2022,12/31/2022
320018,MSPB-1,1.06951,,01/01/2022,12/31/2022
320021,MSPB-1,0.976558,,01/01/2022,12/31/2022
320022,MSPB-1,0.92823,,01/01/2022,12/31/2022
320030,MSPB-1,1.032786,,01/01/2022,12/31/2022
320033,MSPB-1,0.858085,,01/01/2022,12/31/2022
320038,MSPB-1,0.841272,,01/01/2022,12/31/2022
320059,MSPB-1,0.832345,,01/01/2022,12/31/2022
320060,MSPB-1,0.683618,,01/01/2022,12/31/2022
320061,MSPB-1,0.751835,,01/01/2022,12/31/2022
320062,MSPB-1,0.778684,,01/01/2022,12/31/2022
320063,MSPB-1,1.115525,,01/01/2022,12/31/2022
320065,MSPB-1,1.030616,,01/01/2022,12/31/2022
320067,MSPB-1,0.837738,,01/01/2022,12/31/2022
320074,MSPB-1,0.912052,,01/01/2022,12/31/2022
320084,MSPB-1,1.035344,,01/01/2022,12/31/2022
320085,MSPB-1,1.051925,,01/01/2022,12/31/2022
320086,MSPB-1,0.922794,,01/01/2022,12/31/2022
320089,MSPB-1,0.876079,,01/01/2022,12/31/2022
320090,MSPB-1,,1.0,01/01/2022,12/31/2022
320091,MSPB-1,1.010952,,01/01/2022,12/31/2022
330005,MSPB-1,0.948045,,01/01/2022,12/31/2022
330006,MSPB-1,1.212291,,01/01/2022,12/31/2022
330008,MSPB-1,1.010189,,01/01/2022,12/31/2022
330009,MSPB-1,0.987812,,01/01/2022,12/31/2022
330011,MSPB-1,0.907777,,01/01/2022,12/31/2022
330013,MSPB-1,0.996569,,01/01/2022,12/31/2022
330014,MSPB-1,1.06625,,01/01/2022,12/31/2022
330019,MSPB-1,1.155332,,01/01/2022,12/31/2022
330023,MSPB-1,0.955794,,01/01/2022,12/31/2022
330024,MSPB-1,1.009383,,01/01/2022,12/31/2022
330027,MSPB-1,1.104048,,01/01/2022,12/31/2022
330028,MSPB-1,1.100693,,01/01/2022,12/31/2022
330030,MSPB-1,0.906052,,01/01/2022,12/31/2022
330033,MSPB-1,0.958224,,01/01/2022,12/31/2022
330043,MSPB-1,1.062148,,01/01/2022,12/31/2022
330044,MSPB-1,1.038449,,01/01/2022,12/31/2022
330045,MSPB-1,0.976744,,01/01/2022,12/31/2022
330046,MSPB-1,1.046983,,01/01/2022,12/31/2022
330047,MSPB-1,1.042644,,01/01/2022,12/31/2022
330049,MSPB-1,1.030816,,01/01/2022,12/31/2022
330055,MSPB-1,1.094193,,01/01/2022,12/31/2022
330056,MSPB-1,1.091059,,01/01/2022,12/31/2022
330057,MSPB-1,0.954004,,01/01/2022,12/31/2022
330058,MSPB-1,0.849302,,01/01/2022,12/31/2022
330059,MSPB-1,1.035107,,01/01/2022,12/31/2022
330065,MSPB-1,0.958116,,01/01/2022,12/31/2022
330073,MSPB-1,1.009882,,01/01/2022,12/31/2022
330074,MSPB-1,0.875141,,01/01/2022,12/31/2022
330078,MSPB-1,0.966121,,01/01/2022,12/31/2022
330079,MSPB-1,0.894089,,01/01/2022,12/31/2022
330080,MSPB-1,0.957313,,01/01/2022,12/31/2022
330084,MSPB-1,0.895356,,01/01/2022,12/31/2022
330085,MSPB-1,1.114487,,01/01/2022,12/31/2022
330086,MSPB-1,0.98643,,01/01/2022,12/31/2022
330090,MSPB-1,0.913998,,01/01/2022,12/31/2022
330094,MSPB-1,0.973633,,01/01/2022,12/31/2022
330096,MSPB-1,0.941467,,01/01/2022,12/31/2022
330100,MSPB-1,,1.0,01/01/2022,12/31/2022
330101,MSPB-1,1.056017,,01/01/2022,12/31/2022
330102,MSPB-1,1.002749,,01/01/2022,12/31/2022
330103,MSPB-1,0.968543,,01/01/2022,12/31/2022
330104,MSPB-1,1.075962,,01/01/2022,12/31/2022
330106,MSPB-1,1.047191,,01/01/2022,12/31/2022
330107,MSPB-1,1.024157,,01/01/2022,12/31/2022
330111,MSPB-1,0.946098,,01/01/2022,12/31/2022
330115,MSPB-1,0.988281,,01/01/2022,12/31/2022
330119,MSPB-1,1.033474,,01/01/2022,12/31/2022
330125,MSPB-1,0.951065,,01/01/2022,12/31/2022
330126,MSPB-1,1.026495,,01/01/2022,12/31/2022
330127,MSPB-1,1.035685,,01/01/2022,12/31/2022
330128,MSPB-1,1.085188,,01/01/2022,12/31/2022
330135,MSPB-1,0.948588,,01/01/2022,12/31/2022
330136,MSPB-1,1.03999,,01/01/2022,12/31/2022
330140,MSPB-1,0.942419,,01/01/2022,12/31/2022
330141,MSPB-1,1.163691,,01/01/2022,12/31/2022
330144,MSPB-1,,1.0,01/01/2022,12/31/2022
330151,MSPB-1,0.867213,,01/01/2022,12/31/2022
330153,MSPB-1,0.979174,,01/01/2022,12/31/2022
330157,MSPB-1,0.911247,,01/01/2022,12/31/2022
330158,MSPB-1,1.109596,,01/01/2022,12/31/2022
330160,MSPB-1,1.040795,,01/01/2022,12/31/2022
330162,MSPB-1,0.965032,,01/01/2022,12/31/2022
330163,MSPB-1,1.089979,,01/01/2022,12/31/2022
330164,MSPB-1,0.8875,,01/01/2022,12/31/2022
330166,MSPB-1,1.114836,,01/01/2022,12/31/2022
330169,MSPB-1,1.015004,,01/01/2022,12/31/2022
330175,MSPB-1,0.917979,,01/01/2022,12/31/2022
330180,MSPB-1,0.975231,,01/01/2022,12/31/2022
330181,MSPB-1,1.09667,,01/01/2022,12/31/2022
330182,MSPB-1,1.009216,,01/01/2022,12/31/2022
330184,MSPB-1,1.140345,,01/01/2022,12/31/2022
330185,MSPB-1,1.02097,,01/01/2022,12/31/2022
330188,MSPB-1,0.981811,,01/01/2022,12/31/2022
330191,MSPB-1,0.99609,,01/01/2022,12/31/2022
330193,MSPB-1,1.223239,,01/01/2022,12/31/2022
330194,MSPB-1,1.064386,,01/01/2022,12/31/2022
330195,MSPB-1,1.063783,,01/01/2022,12/31/2022
330196,MSPB-1,1.104866,,01/01/2022,12/31/2022
330197,MSPB-1,0.907945,,01/01/2022,12/31/2022
330198,MSPB-1,1.056725,,01/01/2022,12/31/2022
330199,MSPB-1,0.971575,,01/01/2022,12/31/2022
330202,MSPB-1,1.038018,,01/01/2022,12/31/2022
330203,MSPB-1,0.980254,,01/01/2022,12/31/2022
330204,MSPB-1,0.980862,,01/01/2022,12/31/2022
